,MSqE,MAE,MAPE,R2,Accuracy,model,EC_Class,EC_ratio,EC_ratio-diff,EC_ratio-signed,EC_ratio-diff-signed,EC_intersection_union_sample,EC_intersection_union_all,EC_intersection_union_distance
0,0.16993850768436763,0.34749630297456635,-18508.338987564646,0.2471022514024917,0.7532467532467533,Linear,0.7387339138027299,0.8543741552534682,0.08999686085023584,0.8274683174327632,0.06502501549273491,0.8409212363431157,0.9071469513229549,0.03385423616250025
1,0.17019033713388176,0.34747998012836745,-18516.40091582201,0.2459865429726996,0.7493506493506494,Linear,0.6711657221988233,0.8501303890698338,0.09333311272633835,0.8190604235999152,0.07202670225040723,0.8345954063348745,0.8994190390658862,0.03702838197751351
2,0.1695486974611308,0.34714930896747065,-18496.66745140798,0.24882927162559754,0.7428571428571428,Linear,0.725702061308147,0.8833741380209988,0.07280136420564454,0.8585077813924762,0.05393370583177293,0.8709409597067375,0.9308954574884709,0.024868553229642876
3,0.17005888772034009,0.3473591362219925,-18476.105242392514,0.2465689181439223,0.7467532467532467,Linear,0.7609922375210798,0.8590658855626071,0.09166180997402854,0.8395022091573622,0.07154409850383989,0.8492840473599845,0.9113189862731588,0.0323463761276028
4,0.16954657298849996,0.3470625588489583,-18447.061233255965,0.24883868391644617,0.7519480519480519,Linear,0.7164062704621406,0.8845103357394423,0.07092266086504699,0.8694459609893469,0.052038781862852886,0.8769781483643945,0.9321489602404187,0.024400641631429635
5,0.1700363189167121,0.3474062801860456,-18512.029404141165,0.2466689072615836,0.7389610389610389,Linear,0.728413803261332,0.8610221653715238,0.0884985661432004,0.8353931434051125,0.05470753358448785,0.8482076543883182,0.9140159084524042,0.031276136790384004
6,0.16978474667508045,0.3473952516096868,-18484.52724586398,0.2477834761542672,0.7350649350649351,Linear,0.720165318373463,0.8762084291732603,0.07864266142512572,0.8540844505160814,0.045744305813506726,0.8651464398446709,0.9225468909005625,0.028038536615463384
7,0.16986773131340802,0.3473595792613964,-18482.87077415482,0.24741581994605202,0.7376623376623377,Linear,0.718928603054875,0.8693599197951528,0.08312967589468269,0.849097783203819,0.057329005170250934,0.8592288514994858,0.9158299117342577,0.030573542818408066
8,0.16986932310595831,0.3473400740585041,-18478.92501992968,0.2474087676478785,0.7428571428571429,Linear,0.7911499793881865,0.8701504367848837,0.08124823162737965,0.8486682939601566,0.05459608971032125,0.85940936537252,0.9169178400082864,0.03016227174262449
9,0.17017190378233754,0.3474959364679622,-18520.301677606672,0.24606821033029788,0.7454545454545454,Linear,0.7402782823610761,0.8407028390254101,0.10236358966095087,0.8159999270164524,0.06856778130088549,0.8283513830209313,0.8983708622943922,0.037273440437202446
